"id","byear","time","attend"
107,"1982",2005,3
107,"1982",2006,3
107,"1982",2007,3
107,"1982",2008,3
107,"1982",2009,3
107,"1982",2010,2
108,"1984",2000,6
108,"1984",2001,6
108,"1984",2002,3
108,"1984",2003,3
108,"1984",2004,2
108,"1984",2005,4
108,"1984",2006,2
108,"1984",2007,2
108,"1984",2008,2
108,"1984",2009,2
108,"1984",2010,1
109,"1982",2000,5
109,"1982",2001,2
109,"1982",2002,2
109,"1982",2003,1
109,"1982",2004,1
109,"1982",2005,1
109,"1982",2006,1
109,"1982",2007,1
109,"1982",2008,1
109,"1982",2009,2
109,"1982",2010,1
110,"1984",2000,3
110,"1984",2001,3
110,"1984",2002,2
110,"1984",2003,2
110,"1984",2004,2
110,"1984",2005,1
110,"1984",2006,1
110,"1984",2007,2
110,"1984",2008,1
110,"1984",2009,2
110,"1984",2010,2
111,"1981",2000,2
111,"1981",2001,2
111,"1981",2002,3
111,"1981",2003,1
111,"1981",2004,2
111,"1981",2005,1
111,"1981",2006,1
111,"1981",2007,1
111,"1981",2008,1
111,"1981",2009,1
111,"1981",2010,NA
112,"1984",2000,6
112,"1984",2001,6
112,"1984",2002,3
112,"1984",2003,7
112,"1984",2004,3
112,"1984",2005,2
112,"1984",2006,2
112,"1984",2007,NA
112,"1984",2008,NA
112,"1984",2009,NA
112,"1984",2010,NA
113,"1984",2000,2
113,"1984",2001,2
113,"1984",2002,4
113,"1984",2003,2
113,"1984",2004,2
113,"1984",2005,2
113,"1984",2006,2
113,"1984",2007,1
113,"1984",2008,2
113,"1984",2009,NA
113,"1984",2010,2
114,"1982",2000,2
114,"1982",2001,1
114,"1982",2002,1
114,"1982",2003,1
114,"1982",2004,1
